"gene_name","GO_BP_Count","GO_MF_Count"
"SMAD6",29,13
"SMAD7",37,11
"SMAD9",8,6
"SMAP1",2,4
"SMARCA1",7,12
"SMARCA2",23,12
"SMARCA4",32,20
"SMARCA5",20,11
"SMARCAD1",6,9
"SMARCAL1",7,6
"SMARCB1",25,8
"SMARCC1",21,4
"SMARCC2",14,4
"SMARCD1",18,6
"SMARCD2",12,4
"SMARCD3",20,9
"SMARCE1",15,7
"SMC1A",12,8
"SMC1B",2,3
"SMC2",8,5
"SMC3",11,10
"SMC4",9,5
"SMC5",16,5
"SMC6",9,7
"SMCHD1",7,5
"SMCO4",1,2
"SMCP",2,2
"SMCR8",10,5
"SMDT1",4,3
"SMG1",9,10
"SMG5",5,6
"SMG6",6,8
"SMG7",3,4
"SMG8",2,1
"SMG9",6,2
"SMIM11",1,2
"SMIM14",1,1
"SMIM20",1,1
"SMIM22",5,1
"SMN1",4,3
"SMN2",4,3
"SMNDC1",3,2
"SMO",69,7
"SMOC1",5,4
"SMOC2",9,4
"SMOX",4,2
"SMPD1",24,6
"SMPD2",4,4
"SMPD3",34,8
"SMPD4",5,3
"SMPDL3A",2,4
"SMPDL3B",7,5
"SMPX",1,0
"SMR3A",1,2
"SMR3B",2,3
"SMS",3,1
"SMTN",3,3
"SMTNL1",7,5
"SMTNL2",1,0
"SMU1",3,1
"SMUG1",2,7
"SMURF1",19,9
"SMURF2",11,5
"SMYD1",7,5
"SMYD2",8,9
"SMYD3",6,8
"SMYD4",2,4
"SMYD5",5,4
"SNAI1",24,8
"SNAI2",41,10
"SNAI3",2,5
"SNAP23",8,4
"SNAP25",20,9
"SNAP25-AS1",1,0
"SNAP29",9,3
"SNAP47",3,3
"SNAP91",5,6
"SNAPC1",2,4
"SNAPC2",3,1
"SNAPC3",5,7
"SNAPC4",2,6
"SNAPC5",3,3
"SNAPIN",27,2
"SNCA",76,24
"SNCAIP",4,3
"SNCB",6,5
"SNCG",7,2
"SND1",5,9
"SNED1",1,2
"SNF8",13,4
"SNHG1",1,0
"SNHG10",1,0
"SNHG12",1,0
"SNHG7",1,0
"SNIP1",4,4
"SNN",1,1
"SNORA1",1,0
"SNORA10",1,0
"SNORA11",1,0
"SNORA11B",1,0
"SNORA11C",1,0
"SNORA11D",1,0
"SNORA12",1,0
"SNORA13",1,0
"SNORA14A",1,0
"SNORA14B",1,0
"SNORA15",1,0
"SNORA16B",1,0
"SNORA18",1,0
"SNORA19",1,0
"SNORA20",1,0
"SNORA21",1,0
"SNORA22",1,0
"SNORA24",1,0
"SNORA25",1,0
"SNORA26",1,0
"SNORA27",1,0
"SNORA28",1,0
"SNORA29",1,0
"SNORA2A",1,0
"SNORA2B",1,0
"SNORA30",1,0
"SNORA31",1,0
"SNORA32",1,0
"SNORA33",1,0
"SNORA35",1,0
"SNORA36A",1,0
"SNORA36B",1,0
"SNORA36C",1,0
"SNORA37",1,0
"SNORA38",1,0
"SNORA38B",1,0
"SNORA4",1,0
"SNORA40",1,0
"SNORA41",1,0
"SNORA44",1,0
"SNORA46",1,0
"SNORA47",1,0
"SNORA48",1,0
"SNORA49",1,0
"SNORA51",1,0
"SNORA52",1,0
"SNORA53",1,0
"SNORA54",1,0
"SNORA55",1,0
"SNORA56",1,0
"SNORA57",1,0
"SNORA58",1,0
"SNORA59B",1,0
"SNORA5A",1,0
"SNORA5B",1,0
"SNORA5C",1,0
"SNORA6",1,0
"SNORA60",1,0
"SNORA62",1,0
"SNORA63",1,0
"SNORA64",1,1
"SNORA65",1,0
"SNORA66",1,0
"SNORA67",1,0
"SNORA68",1,0
"SNORA69",1,0
"SNORA70",1,0
"SNORA70B",1,0
"SNORA70C",1,0
"SNORA70D",1,0
"SNORA70E",1,0
"SNORA70F",1,0
"SNORA70G",1,0
"SNORA71A",1,0
"SNORA71B",1,0
"SNORA71C",1,0
"SNORA71D",1,0
"SNORA72",1,0
"SNORA73B",1,0
"SNORA74A",1,1
"SNORA74B",1,0
"SNORA75",1,0
"SNORA77",1,0
"SNORA79",1,0
"SNORA7A",1,0
"SNORA7B",1,0
"SNORA8",1,0
"SNORA80B",1,0
"SNORA84",1,0
"SNORA9",1,0
"SNORD10",1,0
"SNORD100",1,0
"SNORD101",1,0
"SNORD102",1,0
"SNORD103A",1,0
"SNORD104",1,0
"SNORD105",1,0
"SNORD105B",1,0
"SNORD108",1,0
"SNORD109A",1,0
"SNORD11",1,0
"SNORD110",1,0
"SNORD111",1,0
"SNORD111B",1,0
"SNORD112",1,0
"SNORD113-3",1,0
"SNORD113-4",1,0
"SNORD113-5",1,0
"SNORD113-6",1,0
"SNORD113-7",1,0
"SNORD113-8",1,0
"SNORD113-9",1,0
"SNORD114-1",1,0
"SNORD114-10",1,0
"SNORD114-11",1,0
"SNORD114-12",1,0
"SNORD114-13",1,0
"SNORD114-14",1,0
"SNORD114-15",1,0
"SNORD114-16",1,0
"SNORD114-17",1,0
"SNORD114-18",1,0
"SNORD114-19",1,0
"SNORD114-2",1,0
"SNORD114-20",1,0
"SNORD114-21",1,0
"SNORD114-22",1,0
"SNORD114-23",1,0
"SNORD114-24",1,0
"SNORD114-25",1,0
"SNORD114-26",1,0
"SNORD114-27",1,0
"SNORD114-28",1,0
"SNORD114-29",1,0
"SNORD114-3",1,0
"SNORD114-30",1,0
"SNORD114-31",1,0
"SNORD114-4",1,0
"SNORD114-5",1,0
"SNORD114-6",1,0
"SNORD114-7",1,0
"SNORD114-9",1,0
"SNORD115-1",1,0
"SNORD115-10",1,0
"SNORD115-11",1,0
"SNORD115-14",1,0
"SNORD115-15",1,0
"SNORD115-16",1,0
"SNORD115-17",1,0
"SNORD115-2",1,0
"SNORD115-20",1,0
"SNORD115-21",1,0
"SNORD115-22",1,0
"SNORD115-23",1,0
"SNORD115-24",1,0
"SNORD115-25",1,0
"SNORD115-27",1,0
"SNORD115-28",1,0
"SNORD115-3",1,0
"SNORD115-30",1,0
"SNORD115-31",1,0
"SNORD115-32",1,0
"SNORD115-33",1,0
"SNORD115-34",1,0
"SNORD115-35",1,0
"SNORD115-37",1,0
"SNORD115-38",1,0
"SNORD115-39",1,0
"SNORD115-4",1,0
"SNORD115-40",1,0
"SNORD115-41",1,0
"SNORD115-42",1,0
"SNORD115-44",1,0
"SNORD115-45",1,0
"SNORD115-48",1,0
"SNORD115-5",1,0
"SNORD115-6",1,0
"SNORD115-8",1,0
"SNORD115-9",1,0
"SNORD116-1",1,0
"SNORD116-10",1,0
"SNORD116-11",1,0
"SNORD116-12",1,0
"SNORD116-13",1,0
"SNORD116-14",1,0
"SNORD116-15",1,0
"SNORD116-16",1,0
"SNORD116-18",1,0
"SNORD116-19",1,0
"SNORD116-2",1,0
"SNORD116-20",1,0
"SNORD116-23",1,0
"SNORD116-24",1,0
"SNORD116-25",1,0
"SNORD116-26",1,0
"SNORD116-27",1,0
"SNORD116-29",1,0
"SNORD116-3",1,0
"SNORD116-30",1,0
"SNORD116-5",1,0
"SNORD116-6",1,0
"SNORD116-8",1,0
"SNORD117",1,0
"SNORD11B",1,0
"SNORD12",1,0
"SNORD121A",1,0
"SNORD121B",1,0
"SNORD123",1,0
"SNORD124",1,0
"SNORD125",1,0
"SNORD126",1,0
"SNORD127",1,0
"SNORD12B",1,0
"SNORD12C",1,0
"SNORD13",1,0
"SNORD14A",1,0
"SNORD14B",1,0
"SNORD14C",1,0
"SNORD14D",1,0
"SNORD15A",1,0
"SNORD15B",1,0
"SNORD16",1,0
"SNORD17",1,0
"SNORD18A",1,0
"SNORD18B",1,0
"SNORD18C",1,0
"SNORD19",1,0
"SNORD19B",1,0
"SNORD1B",1,0
"SNORD2",1,0
"SNORD20",1,0
"SNORD21",1,0
"SNORD22",1,0
"SNORD23",1,0
"SNORD24",1,0
"SNORD27",1,0
"SNORD28",1,0
"SNORD29",1,0
"SNORD30",1,0
"SNORD31",1,0
"SNORD32A",1,0
"SNORD32B",1,0
"SNORD33",1,0
"SNORD34",1,0
"SNORD35A",1,0
"SNORD35B",1,0
"SNORD36A",1,0
"SNORD36B",1,0
"SNORD36C",1,0
"SNORD37",1,0
"SNORD38A",1,0
"SNORD38B",1,0
"SNORD3A",1,0
"SNORD3B-1",1,0
"SNORD3C",1,0
"SNORD3D",1,0
"SNORD41",1,0
"SNORD42B",1,0
"SNORD43",1,0
"SNORD44",1,0
"SNORD45A",1,0
"SNORD45B",1,0
"SNORD45C",1,0
"SNORD46",1,0
"SNORD48",1,0
"SNORD4A",1,0
"SNORD4B",1,0
"SNORD5",1,0
"SNORD51",1,0
"SNORD52",1,0
"SNORD53",1,0
"SNORD54",1,0
"SNORD55",1,0
"SNORD56",1,0
"SNORD56B",1,0
"SNORD57",1,0
"SNORD58A",1,0
"SNORD58B",1,0
"SNORD58C",1,0
"SNORD59A",1,0
"SNORD6",1,0
"SNORD60",1,0
"SNORD61",1,0
"SNORD62A",1,0
"SNORD63",1,0
"SNORD64",1,0
"SNORD65",1,0
"SNORD66",1,0
"SNORD67",1,0
"SNORD68",1,0
"SNORD69",1,0
"SNORD7",1,0
"SNORD70",1,0
"SNORD71",1,0
"SNORD72",1,0
"SNORD73A",1,0
"SNORD74",1,0
"SNORD75",1,0
"SNORD77",1,0
"SNORD78",1,0
"SNORD79",1,0
"SNORD8",1,0
"SNORD81",1,0
"SNORD82",1,0
"SNORD83A",1,0
"SNORD83B",1,0
"SNORD84",1,0
"SNORD86",1,0
"SNORD87",1,0
"SNORD88A",1,0
"SNORD88B",1,0
"SNORD88C",1,0
"SNORD89",1,0
"SNORD9",1,0
"SNORD90",1,0
"SNORD91A",1,0
"SNORD91B",1,0
"SNORD92",1,0
"SNORD93",1,0
"SNORD94",1,0
"SNORD95",1,0
"SNORD97",1,0
"SNORD98",1,0
"SNORD99",1,0
"SNPH",3,2
"SNRK",3,5
"SNRNP200",4,7
"SNRNP25",2,1
"SNRNP27",2,2
"SNRNP35",2,3
"SNRNP40",4,2
"SNRNP48",2,2
"SNRNP70",6,4
"SNRPA",1,6
"SNRPA1",4,3
"SNRPB",6,7
"SNRPB2",2,2
"SNRPC",3,7
"SNRPD1",6,2
"SNRPD2",6,2
"SNRPD3",6,7
"SNRPE",5,2
"SNRPF",5,2
"SNRPG",6,2
"SNRPN",2,3
"SNTA1",8,9
"SNTB1",1,5
"SNTG1",1,3
"SNTG2",1,5
"SNUPN",3,3
"SNURF",1,2
"SNW1",15,11
"SNX1",5,10
"SNX10",16,4
"SNX11",2,2
"SNX12",9,4
"SNX13",3,2
"SNX14",3,2
"SNX15",1,2
"SNX16",4,2
"SNX17",11,4
"SNX18",8,3
"SNX19",5,3
"SNX2",4,10
"SNX20",1,4
"SNX21",1,4
"SNX22",1,2
"SNX24",1,5
"SNX25",3,2
"SNX27",8,3
"SNX3",14,7
"SNX30",6,2
"SNX31",2,2
"SNX32",3,2
"SNX33",13,3
"SNX4",4,7
"SNX5",8,8
"SNX6",10,5
"SNX7",6,2
"SNX8",2,3
"SNX9",14,8
"SOAT1",8,6
"SOAT2",8,6
"SOBP",6,2
"SOCS1",15,6
"SOCS2",18,7
"SOCS3",13,6
"SOCS4",5,1
"SOCS5",15,3
"SOCS6",8,2
"SOCS7",8,5
"SOD1",53,9
"SOD2",57,7
"SOD3",4,5
"SOHLH1",4,6
"SOHLH2",4,5
"SON",8,3
"SORBS1",11,5
"SORBS2",4,6
"SORBS3",8,3
"SORCS1",2,2
"SORCS2",3,1
"SORCS3",5,2
"SORD",7,9
"SORL1",30,8
"SORT1",21,6
"SOS1",34,8
"SOS2",7,3
"SOST",11,6
"SOSTDC1",13,2
"SOX1",12,6
"SOX10",30,12
"SOX11",40,5
"SOX12",6,6
"SOX13",11,10
"SOX14",9,7
"SOX15",16,7
"SOX17",46,7
"SOX18",22,5
"SOX2",31,9
"SOX21",8,5
"SOX3",11,6
"SOX30",7,7
"SOX4",45,8
"SOX5",11,5
"SOX6",16,8
"SOX7",7,7
"SOX8",37,5
"SOX9",132,13
"SP1",18,20
"SP100",23,10
"SP110",1,3
"SP140",2,4
"SP140L",1,3
"SP2",3,7
"SP3",23,9
"SP4",1,6
"SP5",5,4
"SP6",4,4
"SP7",11,7
"SP8",4,4
"SP9",2,4
"SPA17",4,2
"SPACA1",1,1
"SPACA3",5,1
"SPACA4",2,0
"SPACA5",1,1
"SPACA5B",1,1
"SPACA7",1,0
"SPAG1",3,2
"SPAG11A",1,0
"SPAG11B",4,2
"SPAG16",5,1
"SPAG17",6,0
"SPAG4",2,3
"SPAG5",10,2
"SPAG6",4,1
"SPAG8",6,3
"SPAG9",10,6
"SPAM1",5,1
"SPANXA1",1,1
"SPANXA2",1,1
"SPANXB1",1,2
"SPANXC",1,2
"SPARC",6,5
"SPARCL1",3,4
"SPAST",18,9
"SPATA13",5,3
"SPATA16",3,1
"SPATA17",3,2
"SPATA18",4,4
"SPATA19",3,0
"SPATA2",8,4
"SPATA20",3,0
"SPATA22",6,1
"SPATA24",2,3
"SPATA25",2,2
"SPATA31A1",2,0
"SPATA31A3",2,0
"SPATA31A5",2,0
"SPATA31A6",2,0
"SPATA31A7",2,1
"SPATA31C1",2,0
"SPATA31C2",2,0
"SPATA31D1",2,0
"SPATA31D3",2,0
"SPATA31D4",2,0
"SPATA31E1",2,0
"SPATA32",1,2
"SPATA33",1,1
"SPATA4",1,3
"SPATA6",3,2
"SPATA6L",1,1
"SPATA7",5,1
"SPATA9",3,1
"SPATC1L",4,4
"SPC24",4,2
"SPC25",5,1
"SPCS1",5,2
"SPCS2",2,1
"SPCS3",4,1
"SPDEF",12,4
"SPDL1",6,3
"SPDYA",11,3
"SPDYC",1,2
"SPDYE1",1,1
"SPDYE2",1,2
"SPDYE2B",1,1
"SPDYE3",1,1
"SPDYE4",1,2
"SPDYE6",1,2
"SPDYE7P",1,1
"SPECC1",3,0
"SPECC1L",3,1
"SPEF1",9,4
"SPEF2",6,1
"SPEG",5,5
"SPEM1",2,1
"SPEN",7,6
"SPESP1",4,0
"SPG11",21,2
"SPG21",9,2
"SPG7",7,8
"SPHK1",40,12
"SPHK2",26,8
"SPI1",29,18
"SPIB",3,5
"SPIC",4,4
"SPICE1",4,1
"SPIDR",9,1
"SPIN1",8,2
"SPIN2A",2,2
"SPIN2B",3,2
"SPIN3",2,2
"SPIN4",4,2
"SPINK1",14,3
"SPINK13",2,2
"SPINK14",1,1
"SPINK2",3,3
"SPINK4",1,2
"SPINK5",13,1
"SPINK6",1,1
"SPINK7",3,2
"SPINK8",1,1
"SPINK9",1,2
"SPINT1",10,2
"SPINT2",9,2
"SPINT3",1,1
"SPINT4",1,1
"SPIRE1",15,3
"SPIRE2",13,3
"SPN",23,4
"SPNS1",4,2
"SPNS2",13,2
"SPNS3",2,2
"SPO11",13,5
"SPOCD1",4,1
"SPOCK1",9,5
"SPOCK2",7,5
"SPOCK3",2,3
"SPON1",5,4
"SPON2",11,4
"SPOP",3,4
"SPOPL",4,3
"SPP1",16,5
"SPP2",2,1
"SPPL2A",5,3
"SPPL2B",5,3
"SPPL2C",6,4
"SPPL3",6,3
"SPR",2,3
"SPRED1",13,5
"SPRED2",8,4
"SPRED3",4,1
"SPRN",1,1
"SPRR1A",4,3
"SPRR1B",4,1
"SPRR2A",3,2
"SPRR2B",3,0
"SPRR2D",2,0
"SPRR2E",3,3
"SPRR2F",3,0
"SPRR2G",3,0
"SPRR3",4,2
"SPRR4",1,0
"SPRTN",8,8
"SPRY1",16,1
"SPRY2",31,5
"SPRY3",7,2
"SPRY4",6,2
"SPRYD4",1,2
"SPSB1",3,2
"SPSB2",4,2
"SPSB3",4,2
"SPSB4",7,2
"SPTA1",9,4
"SPTAN1",2,7
"SPTB",3,5
"SPTBN1",13,10
"SPTBN2",9,7
"SPTBN4",19,9
"SPTBN5",4,9
"SPTLC1",8,3
"SPTLC2",7,3
"SPTLC3",4,3
"SPTSSA",4,2
"SPTSSB",4,2
"SPTY2D1",4,5
"SPZ1",1,3
"SQLE",5,3
"SQSTM1",39,19
"SRA1",3,3
"SRBD1",2,2
"SRC",118,23
"SRCAP",4,9
"SRCIN1",7,2
"SRD5A1",34,6
"SRD5A2",23,5
"SRD5A3",6,4
"SREBF1",37,15
"SREBF2",17,7
"SREK1",2,2
"SREK1IP1",2,3
"SRF",69,13
"SRFBP1",1,1
"SRGAP1",2,2
"SRGAP2",15,5
"SRGAP2B",2,0
"SRGAP2C",8,2
"SRGAP3",3,2
"SRGN",11,1
"SRI",21,9
"SRL",1,2
"SRM",3,4
"SRMS",7,5
"SRP14",3,4
"SRP19",2,4
"SRP54",7,9
"SRP68",2,7
"SRP72",1,6
"SRP9",2,4
"SRPK1",12,8
"SRPK2",18,8
"SRPK3",8,5
"SRPRB",2,1
"SRPX",6,2
"SRPX2",7,5
"SRR",8,13
"SRRD",4,0
"SRRM1",4,3
"SRRM2",1,4
"SRRM4",8,3
"SRRT",6,5
"SRSF1",10,5
"SRSF10",8,4
"SRSF11",2,3
"SRSF12",5,4
"SRSF2",5,5
"SRSF3",4,5
"SRSF4",6,3
"SRSF5",3,2
"SRSF6",11,3
"SRSF7",6,5
"SRSF8",1,2
"SRSF9",6,3
"SRXN1",3,4
"SRY",9,7
"SS18",12,3
"SS18L1",5,2
"SSB",10,6
"SSBP1",5,6
"SSBP2",2,2
"SSBP3",9,3
"SSBP4",1,2
"SSC5D",7,5
"SSH1",11,5
"SSH2",5,5
"SSH3",3,5
"SSNA1",8,3
"SSPN",2,0
"SSR1",2,1
"SSR2",1,1
"SSR3",1,1
"SSRP1",5,5
"SST",16,3
"SSTR1",11,3
"SSTR2",12,4
"SSTR3",12,5
"SSTR4",11,3
"SSTR5",8,3
"SSU72",3,3
"SSUH2",1,3
"SSX1",2,2
"SSX2",1,1
"SSX2B",1,1
"SSX2IP",6,1
"SSX3",1,1
"SSX4",1,1
"SSX4B",1,1
"SSX5",1,1
"SSX7",1,1
"ST13",3,4
"ST14",5,2
"ST18",7,3
"ST20",5,1
"ST3GAL1",12,3
"ST3GAL2",13,4
"ST3GAL3",7,4
"ST3GAL4",13,4
"ST3GAL5",3,3
"ST3GAL6",5,3
"ST6GAL1",11,4
"ST6GAL2",3,2
"ST6GALNAC1",3,3
"ST6GALNAC2",5,2
"ST6GALNAC3",7,4
"ST6GALNAC4",5,3
"ST6GALNAC5",5,2
"ST6GALNAC6",9,3
"ST7",2,1
"ST7L",1,0
"ST8SIA1",8,3
"ST8SIA2",12,3
"ST8SIA3",7,3
"ST8SIA4",7,3
"ST8SIA5",5,3
"ST8SIA6",9,2
"STAB1",6,7
"STAB2",7,7
"STAC",6,3
"STAC2",3,2
"STAC3",5,3
"STAG1",4,2
"STAG2",5,2
"STAG3",3,1
"STAM",7,4
"STAM2",5,3
"STAMBP",9,6
"STAMBPL1",4,4
"STAP1",12,8
"STAR",7,3
"STARD10",1,2
"STARD13",7,3
"STARD3",7,4
"STARD3NL",2,3
"STARD4",5,3
"STARD5",1,2
"STARD6",1,1
"STARD7",2,3
"STARD8",3,2
"STARD9",2,4
"STAT1",44,20
"STAT2",11,6
"STAT3",77,21
"STAT4",10,5
"STAT5A",23,5
"STAT5B",54,10
"STAT6",20,9
"STATH",5,4
"STAU1",10,5
"STAU2",11,8
"STC1",20,3
"STC2",12,4
"STEAP2",7,3
"STEAP3",4,7
"STEAP4",4,6
"STH",1,1
"STIL",21,2
"STIM1",9,6
"STIM2",5,4
"STIP1",1,3
"STK10",6,7
"STK11",48,10
"STK11IP",1,1
"STK16",4,7
"STK17A",7,4
"STK17B",7,5
"STK19",3,4
"STK24",12,8
"STK25",15,8
"STK3",33,10
"STK31",2,3
"STK32A",3,6
"STK32B",3,5
"STK32C",3,6
"STK33",5,4
"STK35",3,5
"STK36",10,7
"STK38",8,11
"STK38L",6,7
"STK39",32,7
"STK4",37,11
"STK40",10,4
"STMN1",17,2
"STMN2",9,3
"STMN3",9,3
"STMN4",3,2
"STMND1",3,1
"STOM",4,5
"STOML1",2,2
"STOML2",10,4
"STOML3",2,2
"STON1",8,1
"STON2",3,2
"STOX1",18,3
"STOX2",3,3
"STPG1",2,1
"STRA6",37,5
"STRA8",7,2
"STRADA",3,5
"STRADB",5,3
"STRAP",6,5
"STRBP",3,6
"STRC",4,0
"STRCP1",1,0
"STRIP1",4,5
"STRIP2",3,1
"STRN",6,6
"STRN3",6,7
"STRN4",4,6
"STS",3,4
"STT3A",4,3
"STT3B",7,3
"STUB1",32,19
"STX10",5,4
"STX11",5,3
"STX12",7,3
"STX16",5,4
"STX17",10,5
"STX18",7,3
"STX19",4,3
"STX1A",17,7
"STX1B",17,5
"STX2",10,6
"STX3",13,4
"STX4",26,4
"STX5",11,4
"STX6",8,4
"STX7",8,5
"STX8",6,6
"STXBP1",28,9
"STXBP2",6,3
"STXBP3",13,4
"STXBP4",9,2
"STXBP5",7,4
"STXBP5L",3,4
"STXBP6",4,1
"STYK1",1,4
"STYX",4,3
"STYXL1",6,4
"SUB1",5,6
"SUCLA2",5,4
"SUCLG1",2,5
"SUCLG2",4,7
"SUCNR1",9,3
"SUCO",4,0
"SUDS3",9,4
"SUFU",18,4
"SUGP1",2,2
"SUGP2",2,2
"SUGT1",4,3
"SULF1",22,4
"SULF2",19,4
"SULT1A1",8,6
"SULT1A2",8,4
"SULT1A3",9,5
"SULT1A4",10,5
"SULT1B1",9,3
"SULT1C2",2,3
"SULT1C3",6,5
"SULT1C4",6,2
"SULT1E1",7,7
"SULT2A1",9,6
"SULT2B1",6,8
"SULT4A1",4,3
"SULT6B1",1,1
"SUMF1",3,5
"SUMO1",20,10
"SUMO1P1",2,5
"SUMO2",2,5
"SUMO3",3,3
"SUMO4",7,3
"SUN1",8,5
"SUN2",8,6
"SUN5",2,3
"SUOX",1,5
"SUPT16H",7,3
"SUPT20H",6,2
"SUPT20HL1",1,1
"SUPT20HL2",1,1
"SUPT3H",6,2
"SUPT4H1",9,4
"SUPT5H",8,6
"SUPT6H",12,5
"SUPT7L",4,3
"SUPV3L1",13,12
"SURF1",4,2
"SURF2",1,2
"SURF4",8,3
"SURF6",2,4
"SUSD2",2,1
"SUSD4",6,1
"SUSD5",2,1
"SUV39H1",15,9
"SUV39H2",10,8
"SUZ12",7,9
"SV2A",4,2
"SV2B",5,2
"SV2C",4,2
"SVEP1",10,5
"SVIL",5,3
"SVIP",6,2
"SVOP",2,2
"SVOPL",1,2
"SWAP70",9,6
"SWI5",2,1
"SWSAP1",2,3
"SYAP1",9,1
"SYBU",5,1
"SYCE1",2,1
"SYCE1L",1,0
"SYCE2",2,1
"SYCE3",9,1
"SYCN",1,1
"SYCP1",11,2
"SYCP2",10,1
"SYCP2L",3,0
"SYCP3",5,2
"SYDE1",7,2
"SYDE2",5,1
"SYF2",6,2
"SYK",79,17
"SYMPK",3,1
"SYN1",8,7
"SYN2",5,3
"SYN3",3,1
"SYNC",1,1
"SYNCRIP",11,3
"SYNDIG1",4,3
"SYNE1",14,10
"SYNE2",6,3
"SYNE3",4,3
"SYNE4",1,1
"SYNGAP1",15,3
"SYNGR1",6,1
"SYNGR2",2,1
"SYNGR3",5,2
"SYNJ1",13,10
"SYNJ2",4,8
"SYNJ2BP",9,1
"SYNM",2,5
"SYNPO",4,2
"SYNPO2",3,6
"SYNPO2L",5,2
"SYNRG",2,1
"SYP",8,4
"SYPL1",1,1
"SYPL2",4,1
"SYS1",3,1
"SYT1",24,14
"SYT10",5,7
"SYT11",22,8
"SYT12",5,3
"SYT13",3,3
"SYT15",2,4
"SYT17",5,4
"SYT2",6,5
"SYT3",5,4
"SYT4",22,4
"SYT5",5,7
"SYT6",4,6
"SYT7",18,7
"SYT8",4,3
"SYT9",4,6
"SYTL1",2,3
"SYTL2",4,6
"SYTL3",2,4
"SYTL4",10,5
"SYTL5",2,5
"SYVN1",10,7
"SZT2",9,2
"TAAR1",4,2
"TAAR2",1,2
"TAAR5",5,3
"TAAR6",2,2
"TAAR8",1,2
"TAAR9",2,3
"TAB1",13,6
"TAB2",8,5
"TAB3",4,5
"TAC1",24,5
"TAC3",5,4
"TAC4",10,3
"TACC1",6,9
"TACC2",4,1
"TACC3",8,1
"TACO1",3,4
"TACR1",38,3
"TACR2",13,3
"TACR3",9,2
"TACSTD2",10,1
"TADA1",4,1
"TADA2A",8,6
"TADA2B",5,4
"TADA3",15,5
"TAF1",28,23
"TAF10",22,9
"TAF11",6,7
"TAF12",12,7
"TAF13",6,5
"TAF15",3,6
"TAF1A",2,2
"TAF1B",3,4
"TAF1C",4,3
"TAF1D",1,3
"TAF1L",5,6
"TAF2",9,4
"TAF3",7,6
"TAF4",10,6
"TAF4B",6,4
"TAF5",8,3
"TAF5L",7,2
"TAF6",14,6
"TAF6L",8,5
"TAF7",17,11
"TAF7L",4,3
"TAF8",9,3
"TAF9",19,11
"TAF9B",7,4
"TAGAP",3,3
"TAGLN",2,2
"TAGLN2",2,3
"TAGLN3",3,2
"TAL1",29,11
"TAL2",5,5
"TALDO1",3,3
"TAMM41",2,2
"TANC1",4,1
"TANC2",3,0
"TANGO2",2,1
"TANGO6",1,0
"TANK",12,7
"TAOK1",18,13
"TAOK2",21,11
"TAOK3",13,7
"TAP1",7,13
"TAP2",11,11
"TAPBP",9,10
"TAPBPL",2,3
"TAPT1",9,1
"TARBP1",2,2
"TARBP2",14,10
"TARDBP",18,10
"TARM1",4,1
"TARS2",3,5
"TAS1R1",3,2
"TAS1R2",4,3
"TAS1R3",4,3
"TAS2R1",2,3
"TAS2R10",2,4
"TAS2R13",3,3
"TAS2R14",2,3
"TAS2R16",2,3
"TAS2R19",1,2
"TAS2R20",2,2
"TAS2R3",2,3
"TAS2R30",2,2
"TAS2R31",2,2
"TAS2R38",2,2
"TAS2R39",2,2
"TAS2R4",3,3
"TAS2R40",2,2
"TAS2R41",1,2
"TAS2R42",1,1
"TAS2R43",2,3
"TAS2R46",2,2
"TAS2R5",3,4
"TAS2R50",2,2
"TAS2R60",2,1
"TAS2R7",2,4
"TAS2R8",2,4
"TAS2R9",3,3
"TASP1",4,2
"TAT",8,5
"TATDN1",1,3
"TAX1BP1",8,4
"TAX1BP3",6,2
"TBATA",2,1
"TBC1D10A",3,5
"TBC1D10B",2,2
"TBC1D10C",7,2
"TBC1D12",1,1
"TBC1D13",1,3
"TBC1D14",4,3
"TBC1D15",1,2
"TBC1D16",1,2
"TBC1D17",3,2
"TBC1D2",1,3
"TBC1D20",12,3
"TBC1D21",4,4
"TBC1D23",6,1
"TBC1D24",10,2
"TBC1D25",2,2
"TBC1D2B",1,2
"TBC1D30",2,3
"TBC1D31",1,2
"TBC1D32",10,1
"TBC1D4",3,2
"TBC1D5",6,5
"TBC1D7",8,4
"TBC1D8",2,2
"TBC1D8B",2,3
"TBCA",3,5
"TBCB",5,3
"TBCC",3,4
"TBCCD1",4,1
"TBCD",10,4
"TBCE",10,3
"TBCEL",3,2
"TBCK",3,4
"TBK1",32,10
"TBKBP1",2,2
"TBL1X",9,5
"TBL1XR1",14,5
"TBL1Y",8,4
"TBL2",3,5
"TBL3",3,3
"TBP",9,13
"TBPL1",5,4
"TBPL2",2,2
"TBR1",15,6
"TBRG1",5,1
"TBRG4",6,2
"TBX1",60,8
"TBX10",4,2
"TBX15",5,6
"TBX18",15,6
"TBX19",9,5
"TBX2",44,9
"TBX20",41,6
"TBX21",17,8
"TBX22",5,5
"TBX3",54,8
"TBX4",10,3
"TBX5",38,8
"TBX6",14,6
"TBXA2R",17,3
"TBXAS1",7,8
"TCAP",18,9
"TCEA1",3,3
"TCEA2",4,3
"TCEA3",2,3
"TCEAL7",2,0
"TCEANC",1,1
"TCEANC2",1,1
"TCERG1",6,10
"TCF12",10,15
"TCF15",18,7
"TCF19",1,2
"TCF20",2,4
"TCF21",28,11
"TCF23",8,6
"TCF24",2,4
